Monk_Tone,R,G,B
monk_4,46,41,38
monk_4,89,92,97
monk_4,28,17,13
monk_4,158,181,197
monk_4,159,191,216
monk_4,148,150,147
monk_4,74,27,17
monk_4,185,191,207
monk_4,175,176,194
monk_4,8,6,7
monk_4,71,65,75
monk_4,189,190,210
monk_4,189,190,208
monk_4,169,166,185
monk_4,141,93,73
monk_4,14,10,11
monk_4,2,2,2
monk_4,126,128,125
monk_4,11,6,10
monk_4,171,174,147
monk_4,40,39,45
monk_4,83,102,80
monk_4,3,2,7
monk_4,193,191,205
monk_4,197,194,211
monk_4,24,19,23
monk_4,206,162,151
monk_4,218,216,227
monk_4,198,192,204
monk_4,19,10,15
monk_4,8,4,3
monk_4,165,181,194
monk_4,177,200,218
monk_4,0,0,0
monk_4,0,1,0
monk_4,159,156,167
monk_4,148,142,152
monk_4,158,155,166
monk_4,42,37,41
monk_4,168,177,174
monk_4,171,176,170
monk_4,147,169,183
monk_4,21,16,13
monk_4,186,184,197
monk_4,167,161,173
monk_4,169,167,180
monk_4,214,163,144
monk_4,8,8,8
monk_4,1,0,0
monk_4,6,4,5
monk_4,80,45,43
monk_4,181,175,187
monk_4,165,157,168
monk_4,162,156,168
monk_4,189,139,116
monk_4,174,189,196
monk_4,169,195,210
monk_4,150,146,135
monk_4,0,0,0
monk_4,170,183,191
monk_4,169,196,217
monk_4,147,147,139
monk_4,0,0,0
monk_4,189,195,209
monk_4,185,188,203
monk_4,8,6,11
monk_4,171,129,115
monk_4,125,121,112
monk_4,135,135,133
monk_4,8,8,8
monk_4,88,45,36
monk_4,196,198,210
monk_4,179,177,190
monk_4,140,91,76
monk_4,27,23,22
monk_4,200,194,208
monk_4,187,177,188
monk_4,180,174,188
monk_4,158,114,87
monk_4,191,193,192
monk_4,182,200,214
monk_4,155,149,137
monk_4,1,0,0
monk_4,91,98,104
monk_4,159,193,220
monk_4,140,142,137
monk_4,43,23,16
monk_4,138,118,107
monk_4,141,113,99
monk_4,102,115,62
monk_4,14,3,1
monk_4,116,106,104
monk_4,118,101,91
monk_4,191,198,206
monk_4,36,17,11
monk_4,125,135,136
monk_4,181,198,208
monk_4,99,95,84
monk_4,39,20,14
monk_4,166,142,130
monk_4,172,145,134
monk_4,102,111,108
monk_4,9,8,13
monk_4,177,174,185
monk_4,166,160,172
monk_4,175,172,183
monk_4,177,174,185
monk_4,212,186,171
monk_4,214,181,164
monk_4,93,82,86
monk_4,164,128,106
monk_4,184,187,202
monk_4,176,178,193
monk_4,65,35,27
monk_4,39,30,33
monk_4,133,146,116
monk_4,80,74,74
monk_4,135,158,129
monk_4,28,23,30
monk_4,125,136,138
monk_4,183,201,211
monk_4,97,94,85
monk_4,44,25,18
monk_4,180,177,188
monk_4,168,160,171
monk_4,164,161,172
monk_4,50,11,6
monk_4,133,143,144
monk_4,173,192,206
monk_4,100,92,79
monk_4,0,0,0
monk_4,181,155,142
monk_4,146,127,120
monk_4,44,35,38
monk_4,66,64,69
monk_4,190,184,196
monk_4,179,171,184
monk_4,37,47,59
monk_4,239,195,186
monk_4,11,11,11
monk_4,169,197,218
monk_4,135,136,130
monk_4,0,0,0
monk_4,196,198,211
monk_4,179,179,191
monk_4,16,8,6
monk_4,26,22,23
monk_4,119,110,79
monk_4,105,98,79
monk_4,103,123,95
monk_4,28,26,29
monk_4,183,189,203
monk_4,177,179,192
monk_4,171,178,194
monk_4,13,9,8
monk_4,220,220,232
monk_4,197,197,209
monk_4,16,10,12
monk_4,12,6,6
monk_5,69,73,82
monk_5,114,94,96
monk_5,81,80,85
monk_5,190,138,117
monk_5,76,85,92
monk_5,134,115,119
monk_5,106,105,111
monk_5,199,146,130
monk_5,228,218,227
monk_5,206,195,203
monk_5,205,198,206
monk_5,213,154,124
monk_5,133,142,147
monk_5,167,194,213
monk_5,134,142,144
monk_5,11,5,5
monk_5,228,217,225
monk_5,210,197,206
monk_5,213,201,211
monk_5,74,72,77
monk_5,0,1,0
monk_5,161,188,207
monk_5,138,146,148
monk_5,0,0,0
monk_5,187,180,188
monk_5,179,169,177
monk_5,188,181,188
monk_5,195,144,113
monk_5,247,241,251
monk_5,238,232,244
monk_5,244,236,247
monk_5,126,66,55
monk_5,66,71,77
monk_5,112,93,95
monk_5,86,85,91
monk_5,65,17,13
monk_5,136,152,165
monk_5,149,172,190
monk_5,102,110,112
monk_5,13,9,6
monk_5,239,239,247
monk_5,238,235,242
monk_5,240,237,244
monk_5,202,116,101
monk_5,235,225,234
monk_5,222,210,220
monk_5,219,207,219
monk_5,15,8,15
monk_5,93,100,110
monk_5,143,123,125
monk_5,122,122,130
monk_5,169,106,88
monk_5,191,184,192
monk_5,187,177,185
monk_5,192,185,192
monk_5,84,27,20
monk_5,235,234,242
monk_5,234,228,238
monk_5,232,229,238
monk_5,119,56,49
monk_5,17,13,12
monk_5,140,162,183
monk_5,100,108,110
monk_5,3,0,0
monk_5,243,241,246
monk_5,232,225,233
monk_5,231,226,233
monk_5,194,144,117
monk_5,202,199,208
monk_5,197,191,201
monk_5,209,203,213
monk_5,151,88,70
monk_5,136,147,153
monk_5,169,196,217
monk_5,131,139,141
monk_5,43,23,16
monk_5,240,234,236
monk_5,229,217,219
monk_5,234,225,230
monk_5,59,28,10
monk_5,118,127,132
monk_5,149,172,190
monk_5,98,106,108
monk_5,14,9,5
monk_5,248,239,242
monk_5,230,218,220
monk_5,230,219,227
monk_5,17,15,20
monk_5,0,0,0
monk_5,165,192,211
monk_5,137,143,143
monk_5,4,3,1
monk_5,239,238,246
monk_5,236,233,240
monk_5,238,235,242
monk_5,205,128,118
monk_5,80,88,91
monk_5,173,202,220
monk_5,173,184,188
monk_5,27,14,6
monk_5,11,15,18
monk_5,145,166,185
monk_5,102,110,112
monk_5,4,0,0
monk_5,63,57,61
monk_5,226,218,231
monk_5,239,233,243
monk_5,145,89,72
monk_5,35,35,35
monk_5,26,29,22
monk_5,35,37,36
monk_5,94,54,46
monk_5,232,222,231
monk_5,220,209,217
monk_5,208,198,207
monk_5,90,88,93
monk_5,209,204,211
monk_5,197,186,194
monk_5,193,186,194
monk_5,109,57,44
monk_5,234,231,240
monk_5,233,230,239
monk_5,235,234,240
monk_5,174,106,95
monk_5,68,74,74
monk_5,115,94,93
monk_5,88,79,80
monk_5,100,100,112
monk_5,129,146,154
monk_5,150,171,190
monk_5,98,107,106
monk_5,2,1,0
monk_5,237,236,244
monk_5,236,233,240
monk_5,240,239,245
monk_5,238,171,154
monk_5,118,131,139
monk_5,146,171,191
monk_5,100,108,110
monk_5,42,17,12
monk_5,247,236,240
monk_5,231,216,219
monk_5,234,223,229
monk_5,123,118,124
monk_5,247,236,240
monk_5,231,216,219
monk_5,236,225,231
monk_5,57,52,58
monk_5,138,154,167
monk_5,148,169,188
monk_5,96,106,107
monk_5,56,34,23
monk_5,167,180,188
monk_5,175,198,216
monk_5,133,139,137
monk_5,54,65,69
monk_5,68,77,82
monk_5,121,102,106
monk_5,71,72,77
monk_5,195,142,126
monk_5,63,65,64
monk_5,84,75,68
monk_5,44,48,49
monk_5,84,78,82
monk_5,43,44,46
monk_5,44,43,38
monk_5,22,23,25
monk_5,60,55,59
monk_5,4,4,4
monk_5,146,168,189
monk_5,100,108,110
monk_5,0,0,0
monk_5,246,243,252
monk_5,227,221,235
monk_5,71,55,65
monk_5,212,167,146
monk_5,250,239,245
monk_5,232,221,225
monk_5,228,217,225
monk_5,32,35,40
monk_5,200,197,208
monk_5,204,196,207
monk_5,218,213,220
monk_5,144,68,55
monk_5,41,45,48
monk_5,107,87,86
monk_5,119,129,69
monk_5,122,131,148
monk_5,49,54,58
monk_5,115,94,91
monk_5,55,55,55
monk_5,183,186,205
monk_5,6,6,6
monk_5,146,168,189
monk_5,98,106,108
monk_5,48,27,22
monk_5,169,162,169
monk_5,184,177,185
monk_5,192,185,192
monk_5,173,126,98
monk_5,247,238,241
monk_5,236,225,229
monk_5,233,222,228
monk_5,25,20,24
monk_5,238,233,240
monk_5,222,211,225
monk_5,230,222,235
monk_5,204,146,126
monk_5,105,110,116
monk_5,159,138,137
monk_5,97,101,104
monk_5,16,15,20
monk_5,57,60,65
monk_5,67,69,58
monk_5,54,54,52
monk_5,172,94,107
monk_5,162,156,160
monk_5,184,174,183
monk_5,191,184,191
monk_5,140,88,67
monk_5,50,61,67
monk_5,148,170,191
monk_5,99,107,109
monk_5,39,22,14
monk_5,198,186,200
monk_5,236,233,240
monk_5,216,208,219
monk_5,233,192,164
monk_5,160,178,188
monk_5,168,194,211
monk_5,137,147,148
monk_5,118,125,131
monk_5,229,223,235
monk_5,188,161,180
monk_5,40,30,38
monk_5,166,112,86
monk_5,245,235,246
monk_5,238,228,237
monk_5,225,214,228
monk_5,37,34,41
monk_5,150,167,175
monk_5,170,195,215
monk_5,132,140,142
monk_5,87,58,44
monk_5,245,236,239
monk_5,228,216,218
monk_5,232,222,230
monk_5,76,74,79
monk_5,159,176,186
monk_5,173,198,218
monk_5,130,138,140
monk_5,0,0,0
monk_5,52,53,55
monk_5,143,150,158
monk_5,35,40,43
monk_5,86,43,34
monk_5,156,171,178
monk_5,173,198,218
monk_5,127,135,137
monk_5,1,0,0
monk_5,161,179,183
monk_5,166,188,202
monk_5,138,147,146
monk_5,85,54,34
monk_5,8,6,7
monk_5,169,192,210
monk_5,136,142,142
monk_5,15,5,3
monk_5,53,53,61
monk_5,80,65,68
monk_5,52,53,55
monk_5,161,80,86
monk_5,0,0,0
monk_5,143,168,190
monk_5,98,106,108
monk_5,0,0,0
monk_5,149,164,171
monk_5,166,193,212
monk_5,135,143,145
monk_5,1,1,1
monk_5,0,0,2
monk_5,170,195,215
monk_5,134,142,144
monk_5,37,24,18
monk_5,7,5,6
monk_5,0,0,2
monk_5,133,141,143
monk_5,17,7,5
monk_5,237,234,241
monk_5,236,233,240
monk_5,238,235,242
monk_5,255,229,210
monk_5,187,91,43
monk_5,135,54,11
monk_5,41,6,2
monk_5,104,37,20
monk_5,139,97,72
monk_5,68,49,51
monk_5,154,145,150
monk_5,20,21,25
monk_5,52,46,56
monk_5,46,29,19
monk_5,189,172,182
monk_5,44,40,39
monk_5,123,104,90
monk_5,31,31,41
monk_5,173,156,146
monk_5,91,83,81
monk_5,107,92,85
monk_5,125,101,89
monk_5,0,1,0
monk_5,126,78,74
monk_5,220,121,62
monk_5,155,66,26
monk_5,121,41,16
monk_5,52,19,12
monk_5,46,18,7
monk_5,19,11,8
monk_5,199,201,213
monk_5,168,122,106
monk_5,69,66,85
monk_5,65,45,38
monk_5,95,77,77
monk_5,48,37,35
monk_5,242,237,241
monk_5,202,174,152
monk_5,213,177,151
monk_5,19,11,9
monk_5,199,190,191
monk_5,95,68,49
monk_5,254,253,249
monk_5,175,138,122
monk_5,224,124,72
monk_5,96,34,9
monk_5,92,21,0
monk_5,21,3,1
monk_5,124,42,5
monk_5,148,47,0
monk_5,116,35,8
monk_5,49,15,5
monk_5,9,7,8
monk_5,16,11,8
monk_5,62,47,40
monk_5,55,27,23
monk_5,112,41,13
monk_5,69,20,5
monk_5,64,21,5
monk_5,194,81,23
monk_5,246,245,251
monk_5,168,158,159
monk_5,248,248,250
monk_5,203,131,107
monk_5,40,21,14
monk_5,28,23,20
monk_5,0,1,0
monk_5,1,0,0
monk_5,57,37,26
monk_5,45,34,30
monk_5,64,53,49
monk_5,108,65,58
monk_5,29,11,0
monk_5,49,27,16
monk_5,180,186,186
monk_5,20,16,15
monk_5,40,11,0
monk_5,220,122,61
monk_5,71,34,18
monk_5,41,13,2
monk_5,96,64,41
monk_5,105,78,59
monk_5,107,85,74
monk_5,28,15,9
monk_5,94,23,1
monk_5,57,20,12
monk_5,38,11,2
monk_5,121,43,20
monk_5,221,203,193
monk_5,159,138,117
monk_5,51,27,15
monk_5,12,8,9
monk_5,139,114,94
monk_5,177,167,166
monk_5,11,7,6
monk_5,137,86,67
monk_5,40,23,13
monk_5,73,55,43
monk_5,29,24,21
monk_5,7,5,6
monk_5,100,91,94
monk_5,99,84,79
monk_5,120,107,114
monk_5,51,41,29
monk_5,46,31,28
monk_5,43,23,12
monk_5,23,13,12
monk_5,0,0,0
monk_5,201,195,195
monk_5,164,133,112
monk_5,244,245,249
monk_5,85,59,60
monk_5,233,231,234
monk_5,236,241,247
monk_5,211,209,212
monk_5,89,35,48
monk_5,221,215,215
monk_5,167,154,145
monk_5,250,250,250
monk_5,42,21,18
monk_5,76,71,77
monk_5,7,5,6
monk_5,135,119,96
monk_5,18,18,16
monk_5,233,236,241
monk_5,225,215,213
monk_5,236,223,215
monk_5,1,1,3
monk_5,45,17,5
monk_5,111,38,5
monk_5,103,39,14
monk_5,168,65,22
monk_5,197,186,182
monk_5,199,192,184
monk_5,248,247,245
monk_5,189,130,98
monk_5,192,178,167
monk_5,176,162,153
monk_5,39,34,38
monk_5,19,18,16
monk_5,115,110,106
monk_5,50,30,19
monk_5,58,54,51
monk_5,57,28,22
monk_5,52,25,16
monk_5,22,11,7
monk_5,31,17,14
monk_5,18,12,12
monk_5,159,145,144
monk_5,47,35,37
monk_5,97,77,76
monk_5,1,1,1
monk_5,42,36,40
monk_5,152,130,117
monk_5,63,59,73
monk_5,13,13,15
monk_5,31,3,0
monk_5,54,15,0
monk_5,45,12,0
monk_5,118,39,6
monk_5,102,55,35
monk_5,13,9,8
monk_5,41,21,14
monk_5,65,47,35
monk_5,97,54,35
monk_5,71,61,60
monk_5,232,227,224
monk_5,185,130,99
monk_5,33,32,50
monk_5,133,111,100
monk_5,129,123,133
monk_5,90,70,61
monk_5,249,249,249
monk_5,239,240,245
monk_5,254,252,253
monk_5,149,88,67
monk_5,64,63,71
monk_5,59,39,30
monk_5,181,170,174
monk_5,129,94,66
monk_5,234,234,244
monk_5,174,146,132
monk_5,200,164,138
monk_5,173,107,81
monk_5,230,224,226
monk_5,54,38,38
monk_5,253,249,246
monk_5,115,70,64
monk_5,180,147,132
monk_5,67,47,59
monk_5,145,102,96
monk_5,1,5,8
monk_5,18,10,8
monk_5,39,24,17
monk_5,14,9,6
monk_5,166,113,95
monk_5,187,100,46
monk_5,209,99,14
monk_5,11,1,0
monk_5,116,40,17
monk_5,11,7,6
monk_5,34,17,10
monk_5,156,160,163
monk_5,66,39,30
monk_5,54,16,3
monk_5,98,26,4
monk_5,60,23,5
monk_5,63,17,4
monk_5,112,106,118
monk_5,113,95,81
monk_5,73,65,80
monk_5,6,7,12
monk_5,65,17,0
monk_5,93,32,4
monk_5,79,36,19
monk_5,141,61,28
monk_5,32,17,10
monk_5,37,20,13
monk_5,156,156,154
monk_5,84,75,70
monk_5,212,198,195
monk_5,113,98,101
monk_5,249,249,249
monk_5,195,131,95
monk_5,35,18,11
monk_5,85,72,63
monk_5,164,131,124
monk_5,31,23,20
monk_5,247,245,248
monk_5,233,224,219
monk_5,250,249,247
monk_5,210,139,119
monk_5,53,17,5
monk_5,129,45,9
monk_5,47,14,0
monk_5,164,57,25
monk_5,81,51,41
monk_5,26,21,25
monk_5,187,173,164
monk_5,182,125,95
monk_5,28,20,17
monk_5,49,30,15
monk_5,38,25,19
monk_5,24,16,13
monk_5,114,107,114
monk_5,112,97,92
monk_5,135,124,128
monk_5,16,12,13
monk_5,235,232,241
monk_5,177,158,141
monk_5,117,103,103
monk_5,22,18,19
monk_5,112,111,129
monk_5,53,42,40
monk_5,53,51,72
monk_5,4,5,10
monk_5,50,25,21
monk_5,18,13,10
monk_5,11,0,0
monk_5,11,10,6
monk_5,104,81,73
monk_5,82,54,33
monk_5,227,228,223
monk_5,48,34,31
monk_5,158,63,5
monk_5,71,25,1
monk_5,87,30,11
monk_5,43,14,0
monk_5,30,28,50
monk_5,86,58,54
monk_5,197,174,160
monk_5,78,63,56
monk_5,161,143,131
monk_5,94,80,77
monk_5,225,226,220
monk_5,21,16,12
monk_5,24,3,0
monk_5,98,33,13
monk_5,56,18,7
monk_5,187,93,59
monk_5,135,128,120
monk_5,153,151,152
monk_5,182,187,190
monk_5,66,33,26
monk_5,248,247,252
monk_5,236,235,233
monk_5,250,248,249
monk_5,189,123,101
monk_5,197,164,157
monk_5,194,165,151
monk_5,62,72,73
monk_5,18,17,22
monk_5,142,115,108
monk_5,77,57,58
monk_5,64,51,58
monk_5,11,11,13
monk_5,23,4,0
monk_5,77,58,44
monk_5,212,218,232
monk_5,64,35,27
monk_5,48,21,10
monk_5,66,46,39
monk_5,42,31,29
monk_5,131,82,65
monk_5,241,240,245
monk_5,202,179,171
monk_5,130,113,106
monk_5,36,24,24
monk_5,29,0,0
monk_5,67,15,2
monk_5,67,15,1
monk_5,182,74,36
monk_5,38,25,17
monk_5,86,66,55
monk_5,22,11,5
monk_5,7,5,6
monk_5,33,27,27
monk_5,26,18,16
monk_5,29,15,12
monk_5,1,0,0
monk_5,31,16,9
monk_5,66,40,25
monk_5,41,27,18
monk_5,65,38,29
monk_5,194,197,216
monk_5,69,54,49
monk_5,72,62,71
monk_5,16,10,10
monk_5,107,99,110
monk_5,47,30,23
monk_5,148,136,138
monk_5,1,0,0
monk_5,170,144,129
monk_5,157,142,139
monk_5,41,29,29
monk_5,38,36,37
monk_5,77,55,44
monk_5,97,87,86
monk_5,13,8,5
monk_5,44,30,27
monk_5,170,147,139
monk_5,231,214,207
monk_5,241,237,234
monk_5,183,117,82
monk_5,18,14,13
monk_5,73,45,31
monk_5,86,66,57
monk_5,89,60,54
monk_5,131,101,75
monk_5,8,7,5
monk_5,58,29,15
monk_5,18,13,10
monk_5,159,134,129
monk_5,80,59,56
monk_5,111,88,94
monk_5,17,17,19
monk_5,240,243,248
monk_5,28,19,24
monk_5,245,246,248
monk_5,160,59,67
monk_5,244,247,255
monk_5,236,235,240
monk_5,216,205,201
monk_5,10,8,13
monk_5,147,124,106
monk_5,38,28,26
monk_5,64,39,32
monk_5,40,31,26
monk_5,157,123,98
monk_5,110,92,82
monk_5,247,248,250
monk_5,202,112,103
monk_5,70,50,41
monk_5,54,43,39
monk_5,17,11,11
monk_5,0,0,2
monk_5,155,140,135
monk_5,114,92,79
monk_5,236,236,236
monk_5,24,25,30
monk_5,132,123,118
monk_5,98,94,91
monk_5,116,121,124
monk_5,49,29,18
monk_5,79,50,42
monk_5,63,43,36
monk_5,28,18,17
monk_5,168,121,103
monk_5,245,246,251
monk_5,236,234,237
monk_5,247,248,252
monk_5,188,120,97
monk_5,39,24,27
monk_5,197,178,161
monk_5,218,220,219
monk_5,49,44,41
monk_5,66,43,29
monk_5,26,12,3
monk_5,184,186,183
monk_5,7,5,6
monk_5,244,243,248
monk_5,234,232,233
monk_5,204,191,175
monk_5,26,20,20
monk_5,174,170,169
monk_5,120,108,96
monk_5,34,23,19
monk_5,9,7,8
monk_5,64,47,37
monk_5,67,49,37
monk_5,13,3,1
monk_5,34,20,17
monk_5,107,93,90
monk_5,92,78,69
monk_5,179,168,172
monk_5,12,8,7
monk_5,31,3,0
monk_5,49,10,5
monk_5,78,32,17
monk_5,133,49,21
monk_5,104,35,6
monk_5,222,122,60
monk_5,41,4,0
monk_5,103,59,20
monk_6,246,238,235
monk_6,241,233,230
monk_6,252,248,245
monk_6,165,136,120
monk_6,97,60,52
monk_6,195,170,163
monk_6,57,36,35
monk_6,25,9,9
monk_6,250,250,250
monk_6,249,249,247
monk_6,250,250,250
monk_6,214,183,165
monk_6,253,253,253
monk_6,247,246,244
monk_6,253,253,253
monk_6,252,250,251
monk_6,32,33,38
monk_6,194,183,179
monk_6,201,203,215
monk_6,59,47,47
monk_6,120,133,149
monk_6,118,108,107
monk_6,212,216,227
monk_6,75,54,51
monk_6,124,94,96
monk_6,198,188,186
monk_6,210,214,226
monk_6,55,25,17
monk_6,248,243,240
monk_6,242,237,233
monk_6,251,247,246
monk_6,96,114,136
monk_6,234,233,238
monk_6,230,230,232
monk_6,243,244,248
monk_6,80,31,24
monk_6,238,234,233
monk_6,226,215,209
monk_6,248,248,250
monk_6,108,67,63
monk_6,251,251,251
monk_6,250,250,250
monk_6,252,252,252
monk_6,180,132,112
monk_6,105,68,59
monk_6,211,211,211
monk_6,139,101,88
monk_6,34,21,15
monk_6,252,252,252
monk_6,251,251,251
monk_6,253,253,253
monk_6,238,207,187
monk_6,253,253,253
monk_6,250,250,250
monk_6,253,253,253
monk_6,202,173,155
monk_6,238,238,240
monk_6,229,220,215
monk_6,247,247,249
monk_6,255,229,234
monk_6,196,170,171
monk_6,199,201,200
monk_6,238,239,241
monk_6,101,53,53
monk_6,48,22,23
monk_6,106,75,70
monk_6,207,181,168
monk_6,18,6,8
monk_6,71,44,35
monk_6,26,18,16
monk_6,164,177,183
monk_6,69,37,26
monk_6,122,93,87
monk_6,228,232,231
monk_6,173,149,145
monk_6,76,55,50
monk_6,244,240,241
monk_6,232,223,218
monk_6,243,241,244
monk_6,86,57,51
monk_6,253,253,253
monk_6,249,249,249
monk_6,251,251,251
monk_6,212,173,156
monk_6,209,170,165
monk_6,219,217,220
monk_6,231,231,233
monk_6,160,108,86
monk_6,251,251,251
monk_6,249,249,247
monk_6,251,251,251
monk_6,69,77,88
monk_6,122,75,65
monk_6,195,188,182
monk_6,204,213,230
monk_6,152,126,127
monk_6,252,252,252
monk_6,248,248,246
monk_6,254,254,254
monk_6,215,188,161
monk_6,133,103,101
monk_6,24,22,23
monk_6,50,44,46
monk_6,172,121,100
monk_6,54,31,37
monk_6,92,63,65
monk_6,96,82,82
monk_6,66,40,41
monk_6,26,16,24
monk_6,169,144,137
monk_6,125,81,70
monk_6,29,9,11
monk_6,45,24,23
monk_6,179,164,161
monk_6,160,144,144
monk_6,32,16,19
monk_6,195,154,148
monk_6,84,78,80
monk_6,9,3,3
monk_6,88,50,39
monk_6,245,236,231
monk_6,237,227,218
monk_6,253,248,245
monk_6,128,150,164
monk_6,250,250,250
monk_6,247,247,245
monk_6,251,251,251
monk_6,222,213,206
monk_6,139,121,119
monk_6,178,176,179
monk_6,197,203,215
monk_6,148,97,78
monk_6,251,251,251
monk_6,248,248,246
monk_6,252,252,252
monk_6,215,185,159
monk_6,165,128,120
monk_6,216,217,219
monk_6,236,240,241
monk_6,48,30,26
monk_6,41,16,20
monk_6,184,155,149
monk_6,184,164,157
monk_6,25,6,12
monk_6,42,15,20
monk_6,198,166,155
monk_6,191,163,151
monk_6,29,10,12
monk_6,251,251,251
monk_6,248,248,248
monk_6,252,252,252
monk_6,162,115,95
monk_6,219,193,196
monk_6,212,211,206
monk_6,214,213,208
monk_6,210,171,140
monk_6,241,231,229
monk_6,232,216,203
monk_6,247,241,241
monk_6,168,135,128
monk_6,46,62,77
monk_6,206,196,195
monk_6,222,226,238
monk_6,63,54,59
monk_6,39,30,25
monk_6,60,36,32
monk_6,165,178,184
monk_6,75,43,32
monk_6,240,234,234
monk_6,228,215,207
monk_6,245,245,247
monk_6,99,74,69
monk_6,108,122,148
monk_6,195,182,176
monk_6,218,218,228
monk_6,59,41,39
monk_6,240,240,242
monk_6,232,227,224
monk_6,246,247,249
monk_6,160,132,121
monk_6,39,21,21
monk_6,159,138,135
monk_6,20,11,12
monk_6,29,8,15
monk_6,47,24,30
monk_6,184,164,163
monk_6,201,186,183
monk_6,25,10,13
monk_6,25,22,31
monk_6,216,213,222
monk_6,60,56,57
monk_6,72,32,24
monk_6,54,52,63
monk_6,224,220,219
monk_6,231,231,229
monk_6,29,18,12
monk_6,251,251,251
monk_6,250,250,250
monk_6,251,251,251
monk_6,205,194,190
monk_6,79,81,96
monk_6,217,218,212
monk_6,232,231,226
monk_6,161,108,76
monk_6,238,237,242
monk_6,235,231,232
monk_6,242,242,244
monk_6,95,37,26
monk_6,222,202,211
monk_6,222,219,212
monk_6,235,234,229
monk_6,228,181,155
monk_6,249,249,249
monk_6,251,251,251
monk_6,252,252,252
monk_6,206,174,161
monk_6,93,64,60
monk_6,182,164,162
monk_6,191,173,171
monk_6,18,6,8
monk_6,252,252,252
monk_6,251,251,251
monk_6,251,251,251
monk_6,227,191,167
monk_6,191,144,134
monk_6,214,212,213
monk_6,231,229,230
monk_6,187,136,119
monk_6,245,240,237
monk_6,236,224,212
monk_6,252,248,245
monk_6,8,12,13
monk_6,21,15,15
monk_6,16,12,13
monk_6,166,179,185
monk_6,92,49,33
monk_6,178,143,141
monk_6,213,213,215
monk_6,27,17,18
monk_6,29,0,3
monk_6,246,238,235
monk_6,241,231,222
monk_6,251,246,243
monk_6,18,35,53
monk_6,250,250,250
monk_6,249,249,249
monk_6,252,252,252
monk_6,177,158,144
monk_6,71,40,37
monk_6,201,171,163
monk_6,172,148,136
monk_6,26,3,9
monk_6,17,18,22
monk_6,225,224,220
monk_6,226,225,221
monk_6,114,77,59
monk_6,23,19,18
monk_6,59,39,32
monk_6,159,172,178
monk_6,73,41,30
monk_6,54,51,58
monk_6,128,126,129
monk_6,191,162,156
monk_6,55,36,32
monk_6,27,17,16
monk_6,184,166,166
monk_6,64,34,32
monk_6,17,5,7
monk_6,66,65,70
monk_6,216,213,206
monk_6,228,225,218
monk_6,158,120,99
monk_6,48,45,52
monk_6,36,30,32
monk_6,239,241,238
monk_6,123,85,72
monk_6,208,192,202
monk_6,104,67,59
monk_6,247,251,252
monk_6,47,30,23
monk_6,19,12,20
monk_6,162,144,144
monk_6,190,175,170
monk_6,25,6,10
monk_6,245,237,234
monk_6,240,231,224
monk_6,251,246,243
monk_6,69,94,116
monk_6,247,238,233
monk_6,237,228,221
monk_6,254,249,246
monk_6,71,88,106
monk_6,118,66,53
monk_6,197,190,184
monk_6,203,215,231
monk_6,159,126,121
monk_6,36,20,21
monk_6,155,139,140
monk_6,198,180,178
monk_6,29,13,16
monk_6,162,165,174
monk_6,228,227,222
monk_6,240,239,234
monk_6,15,7,4
monk_6,32,13,15
monk_6,179,163,163
monk_6,174,158,158
monk_6,87,54,47
monk_6,206,179,184
monk_6,197,189,186
monk_6,225,224,219
monk_6,143,98,79
monk_6,65,61,62
monk_6,198,189,182
monk_6,215,223,236
monk_6,167,136,131
monk_6,34,26,23
monk_6,44,26,24
monk_6,169,183,186
monk_6,83,43,31
monk_6,252,252,252
monk_6,248,248,246
monk_6,253,253,253
monk_6,154,135,128
monk_6,165,119,104
monk_6,159,156,163
monk_6,198,204,218
monk_6,148,106,90
monk_6,224,228,231
monk_6,217,221,224
monk_6,236,240,243
monk_6,142,109,94
monk_6,146,150,153
monk_6,135,135,137
monk_6,113,114,118
monk_6,7,5,6
monk_6,219,220,214
monk_6,210,209,204
monk_6,238,237,235
monk_6,190,126,98
monk_6,214,208,210
monk_6,201,190,188
monk_6,228,224,225
monk_6,92,58,48
monk_6,209,207,218
monk_6,195,190,196
monk_6,222,222,232
monk_6,132,108,108
monk_6,202,202,212
monk_6,190,183,190
monk_6,217,220,229
monk_6,84,46,37
monk_6,54,61,71
monk_6,213,217,218
monk_6,223,229,229
monk_6,219,192,185
monk_6,226,230,231
monk_6,224,228,231
monk_6,239,240,244
monk_6,88,70,70
monk_6,252,252,250
monk_6,252,252,252
monk_6,9,7,8
monk_6,6,6,8
monk_6,155,150,144
monk_6,175,175,175
monk_6,163,154,147
monk_6,80,76,77
monk_6,11,12,16
monk_6,157,186,204
monk_6,139,154,159
monk_6,32,19,13
monk_6,232,233,228
monk_6,223,223,221
monk_6,243,243,241
monk_6,141,98,79
monk_6,230,234,237
monk_6,228,233,237
monk_6,239,240,242
monk_6,96,71,66
monk_6,233,230,225
monk_6,225,222,215
monk_6,247,244,239
monk_6,3,3,5
monk_6,253,252,250
monk_6,246,246,246
monk_6,254,254,254
monk_6,0,0,0
monk_6,252,252,252
monk_6,246,246,244
monk_6,198,137,118
monk_6,33,32,37
monk_6,231,230,226
monk_6,225,222,217
monk_6,242,241,239
monk_6,99,70,56
monk_6,146,139,131
monk_6,145,143,144
monk_6,162,153,146
monk_6,160,152,150
